BIOCHEMICAL	SUPER PATHWAY	SUB PATHWAY	L051	L066	L089	L039	L079	L001	L011	L063	L069	L077	L108	L117	L118	L006	L111	L002	L018	L041	L104	L060	L065	L099	L102	L105	L115	L043	L044	L056	L057	L062	L064	L081	L082	L083	L086	L091	NL057	L093	L098	L096	L101	L106	L114	L116	L109	NL005	NL007	NL019	NL018	NL022	NL023	NL040	NL048	NL049	NL050	NL058	NL059	NL073	NL074	NL064	NL069	NL070	NL071	NL034	NL055	NL087	NL090	NL091	NL093	NL099	NL100	NL101	NL102	NL105	NL108	NL114	NL125	NL119	NL121	NL122	NL128	NL129	NL130	NL131	NL132
salicylate	Xenobiotics	Drug - Topical Agents	0.8782	0.8381	1.1461	0.9818	1.1867	0.7090	37.2106	1.1718	0.9791	0.9911	2.0840	2.6411	0.8191	1.1529	0.8364	0.8061	31.0713	1.2133	2.9288	1.0008	0.5952	1.5548	1.0964	1.0188	0.6487	0.7650	1.1674	1.5672	0.7456	0.7236	0.9446	1.0391	1.1416	1.2821	1.8420	1.0000	2.2552	1.9094	2.5958	1.3106	0.7859	2.0071	3.7411	3.7486	1.6551	0.6768	0.5342	0.7159	1.7864	0.5711	4.8863	0.7973	1.3824	1.7473	0.9212	0.7817	1.7903	0.8094	0.7440	1.1677	1.1463	0.6130	0.7579	1.7613	28.1431	1.5362	1.8777	0.9095	0.5608	1.2482	0.8205	0.9260	0.9217	0.9565	0.8982	0.7671	0.5920	0.3862	9.5152	0.2051	0.9334	0.3833	0.5135	0.4316	1.0650
sarcosine	Amino Acid	Glycine, Serine and Threonine Metabolism	1.1867	0.1794	0.1794	0.1794	1.6014	0.1794	7.6142	0.1794	1.5276	0.1794	2.5477	1.1434	0.1794	0.6602	0.5725	0.2950	2.1195	0.2946	0.2845	4.4467	0.1794	0.8080	0.1794	0.4634	0.7272	0.1794	1.1205	0.1794	0.1794	0.1794	0.1794	1.9701	0.1794	0.1794	0.2209	0.1794	0.1794	0.1794	0.1794	0.4029	0.1794	0.2667	1.2903	10.4151	0.1794	0.1794	0.1794	1.1171	0.1794	0.1794	0.1794	0.1794	0.4646	0.5423	0.1794	0.1794	1.2927	0.5113	0.1794	0.8829	0.1794	0.1794	0.1794	2.2871	4.3863	0.1794	0.1794	0.1794	0.1794	0.1794	0.1794	0.1794	0.1794	0.6237	0.1794	0.1794	0.1794	0.1794	18.5124	0.1794	0.1794	0.1794	0.1794	1.2785	0.2913
S-carboxymethyl-L-cysteine	Xenobiotics	Drug - Other	0.2872	0.2872	0.2872	0.2872	0.2872	0.2872	5.8482	0.2872	0.2872	0.2872	1.0000	0.4044	0.2872	0.2872	0.2872	0.2872	43.4002	0.2872	0.2872	0.2872	0.2872	0.2872	0.2872	0.2872	0.2872	0.2872	0.2872	0.5077	0.2872	0.2872	0.6099	0.2872	0.2872	0.2872	0.2872	0.2872	0.2872	0.2872	5.8787	0.2872	0.2872	0.2872	0.2872	13.4448	0.9196	0.2872	0.2872	0.2872	0.2872	0.2872	0.2872	0.2872	0.8858	0.2872	0.2872	0.2872	0.2872	0.2872	0.2872	0.2872	0.2872	0.2872	0.2872	0.2872	26.1662	0.2872	0.2872	0.2872	0.2872	0.2872	0.2872	0.2872	0.2872	0.2872	0.2872	0.2872	0.2872	0.2872	1.2965	0.2872	0.2872	0.2872	0.2872	0.2872	0.2872
sebacate (C10-DC)	Lipid	Fatty Acid, Dicarboxylate	0.2945	0.2945	0.2945	0.2945	0.7081	0.2945	16.8187	0.8823	0.7406	0.2945	12.6874	1.3694	0.2945	0.6078	0.2945	0.2945	6.6421	0.2945	19.2672	0.2945	0.2945	0.2945	0.8395	0.2945	0.2945	0.6487	0.2945	0.3472	0.2945	0.2945	0.2945	1.6886	0.2945	1.1590	1.1961	0.2945	3.4167	0.2945	2.2996	0.2945	0.9380	1.0079	0.4418	2.8479	5.0348	0.2945	0.2945	0.7293	2.1789	0.2945	0.2945	0.2945	27.6065	1.1620	1.0497	0.2945	1.0000	0.2945	0.2945	0.2945	0.7045	0.2945	0.2945	1.6692	3.9076	0.8776	0.2945	1.5469	0.5661	0.6429	0.2945	0.8470	0.5020	0.2945	0.2945	0.2945	0.2945	0.3719	2.6469	0.2945	0.5683	0.2945	0.2945	0.7108	0.9947
sedoheptulose	Carbohydrate	Pentose Metabolism	0.3970	0.1929	0.1929	1.1283	0.4526	0.1929	18.2756	1.0000	0.2871	0.1929	6.0220	3.8351	0.1929	3.9606	2.6990	1.1511	6.8710	0.8453	1.3858	4.4191	0.1929	0.9562	0.1929	1.5575	0.1929	0.1929	0.6076	1.1473	0.4326	0.1929	0.4974	5.9796	0.1929	0.2715	3.5301	0.4559	4.4681	0.2402	6.0207	1.2462	0.1929	0.3663	0.1929	18.3664	4.4342	0.1929	0.2262	2.9022	5.8362	0.5932	1.2930	0.8774	4.8941	2.9496	0.8434	0.1929	0.7443	0.5063	0.1929	1.4400	0.6652	0.1929	0.1929	1.0637	0.8846	0.1929	0.3740	0.4233	0.1929	0.1929	0.1929	0.2469	0.4440	0.1929	0.1929	0.1929	0.1929	0.1929	0.2939	0.3628	1.1315	0.1929	0.1929	3.1634	0.2539
serine	Amino Acid	Glycine, Serine and Threonine Metabolism	1.0963	0.2259	0.1607	2.2796	7.5693	0.2910	16.5338	4.3833	5.7858	0.4026	3.8630	8.6813	0.0103	5.4547	1.5442	1.5633	2.6604	2.3901	1.6732	4.3858	0.0020	1.4869	0.2662	1.0845	1.6938	0.1417	1.6190	0.6405	1.0498	0.1762	2.2179	1.7102	0.2450	0.3641	2.3463	0.0586	1.6100	1.3829	0.2059	0.1313	0.7004	4.9858	1.8422	1.5749	0.3586	0.2357	0.3675	2.3691	1.0000	0.0020	0.8769	0.0666	1.7330	1.4896	3.0262	0.2038	1.1725	0.3956	0.0020	2.6415	0.7137	0.0020	0.0267	0.9462	2.2399	0.2181	0.7533	0.4413	0.1334	0.0020	0.9586	0.0499	0.1872	3.2246	0.2081	0.0020	0.0020	3.0069	0.8300	0.2120	1.3569	0.0030	0.7893	1.6170	0.3756
S-methylcysteine	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	0.1328	0.1328	0.1328	0.1328	0.1328	0.1328	10.2316	0.6342	0.1328	0.1328	0.8567	0.1328	0.1328	0.7933	2.1496	0.1328	0.1328	0.1328	2.2011	1.5216	0.1328	0.1328	0.1328	0.3442	0.1328	0.1328	0.5824	1.2045	0.1328	0.1328	12.5148	0.1328	0.1328	0.1328	0.1328	0.1328	0.1328	0.1328	0.1328	0.1328	0.1328	0.1328	0.1328	20.3495	1.5008	0.1328	0.1328	0.1328	0.1328	0.1328	0.1328	0.1328	1.1585	0.1328	0.1328	0.1328	0.1328	0.1328	0.1328	0.6353	0.1328	0.1328	0.1328	0.1328	0.1328	0.1328	0.1328	0.1328	0.1328	0.1328	0.1328	0.1328	0.1328	0.1328	0.1328	0.1328	0.1328	0.1328	1.0000	0.1328	0.3846	0.1328	0.1328	0.3117	0.1328
solanidine	Xenobiotics	Food Component/Plant	0.0811	2.4081	0.0811	1.0000	0.0811	0.0811	8.2410	0.2714	0.4070	0.0811	69.1907	0.0811	1.8611	0.1630	0.5514	0.0811	218.6519	0.0811	19.4947	0.7292	0.0811	0.0811	0.2706	0.1706	0.0811	0.0811	0.1248	0.1685	3.1189	0.0811	0.0811	19.8833	0.0811	0.3650	1.3879	0.0811	0.0811	2.6044	7.1411	0.1185	0.0811	0.0811	0.3940	0.8115	288.2879	3.8857	0.1098	3.9360	1.5884	0.0811	0.8397	0.0811	372.9415	18.1294	23.2954	0.0811	0.0811	0.0811	0.0811	1.3717	2.1831	0.0811	0.0811	0.0811	0.2970	0.0811	0.0811	3.3632	0.0811	0.0811	0.0811	0.4129	0.5824	0.0811	1.4012	0.2851	0.0995	0.0811	0.4184	1.3726	0.0811	0.0811	0.0811	0.5085	0.0811
spermidine	Amino Acid	Polyamine Metabolism	2.0309	1.0961	0.6309	1.0483	6.2309	0.9467	40.4880	1.6421	3.0574	0.9680	10.6428	37.9049	0.5871	1.6671	1.7664	1.7995	293.2717	1.7459	0.9090	6.8439	0.6406	0.8830	0.5726	1.3471	5.1018	0.5680	1.3318	0.7090	1.0000	1.7380	4.8993	2.5721	0.7460	0.6290	1.8019	0.6140	3.9090	2.5308	1.0143	0.8028	0.6292	1.1279	1.6827	7.2781	2.5420	0.9013	0.7807	4.9633	3.5639	0.5851	0.8072	0.5873	41.5768	3.2847	3.9789	0.8572	1.1017	0.6200	0.5608	1.8472	1.1938	0.7167	0.5711	7.8370	54.9651	0.6778	0.9079	0.8520	0.5928	0.4841	0.6142	0.6183	0.5803	1.4347	0.7877	0.5351	0.6760	0.9117	0.9066	0.8842	1.0239	0.5695	0.6200	1.7997	0.6443
sphingadienine	Lipid	Sphingolipid Metabolism	0.8297	0.7168	0.6409	0.5907	3.5401	2.1310	13.3771	2.8543	1.2296	1.0000	3.6797	8.9942	0.1690	6.8356	1.5592	1.0185	11.2642	1.3635	1.0376	3.4358	0.1163	0.5760	0.1163	1.1484	3.2394	0.1163	2.9661	0.5904	0.3865	0.4244	8.3293	0.1163	0.9602	0.4101	1.0307	0.1163	2.4146	1.5298	0.8053	0.5346	0.6322	0.8031	1.6718	5.3487	0.1163	0.1163	0.9959	1.3862	0.6552	0.1163	0.5317	0.1676	0.4937	0.6295	3.0434	0.2112	0.4823	0.6802	0.1163	1.2781	0.1163	0.1163	0.1163	2.3664	1.6815	0.5075	0.3291	0.2914	0.1163	0.1163	0.3303	0.1163	0.1163	2.6495	0.1163	0.1163	0.1163	1.7456	0.1163	0.8799	1.1335	0.1163	0.1498	1.2994	0.1559
sphinganine	Lipid	Sphingolipid Metabolism	0.6903	0.9385	0.5984	1.2060	2.0465	1.8354	11.7465	1.5312	1.2560	0.7840	10.4840	2.0185	0.6137	7.2439	2.5871	1.1871	26.1329	0.8168	3.8873	1.9875	0.0857	0.6437	0.4261	1.6629	3.2665	0.1709	2.6624	0.5676	0.8476	0.5786	5.9691	0.5747	1.0539	1.1988	1.3999	0.2190	2.5141	2.1462	0.5452	0.8506	1.0331	1.2452	1.8692	5.2394	3.2627	0.5538	0.6673	2.3777	2.6711	0.3339	0.5667	0.2333	2.0376	2.2873	2.7896	0.7245	0.7630	1.3333	0.0924	1.6059	0.6519	0.0857	0.1658	2.0265	2.5541	0.3087	0.3208	1.6815	0.2709	0.0857	0.5695	0.6643	0.2961	3.2946	0.3993	0.5418	0.1732	1.4481	0.2158	0.4647	1.4225	0.0857	0.1537	0.9669	0.4198
sphingomyelin (d18:1/18:1, d18:2/18:0)	Lipid	Sphingolipid Metabolism	1.2105	1.4658	0.5909	0.7382	1.5390	1.2269	2.0147	1.1806	1.0114	1.0917	0.7406	0.8846	0.5336	1.9953	1.2854	1.0025	0.9818	1.6520	1.6260	1.6743	1.1663	0.9423	1.1029	1.1666	0.9606	1.3573	2.4401	1.1981	0.8994	0.9892	0.8955	0.8531	0.3888	0.7900	0.5494	0.9975	0.5924	0.8850	0.8902	1.0374	0.8220	0.7812	0.9610	0.9725	0.5502	1.4873	2.9719	1.2441	1.3842	1.4425	1.3070	0.8143	0.4465	1.0680	0.6885	1.0624	0.5292	0.9216	1.3853	1.6222	1.1036	0.9227	1.5375	0.6656	0.3888	1.0481	1.8567	1.1281	0.9872	1.0976	0.8219	0.7529	1.1247	1.1836	1.0041	1.3418	0.6273	0.4369	0.9097	0.4535	0.7292	0.7099	1.0186	0.9973	0.9122
sphingosine	Lipid	Sphingolipid Metabolism	1.0000	1.3898	1.1520	0.8198	3.4561	2.1086	6.7706	2.6186	1.9971	1.0657	4.8285	2.7003	0.3195	7.3600	2.9381	1.7170	5.6503	1.6825	0.7783	2.6784	0.0320	0.7373	0.1827	2.3872	3.6052	0.3854	3.4811	0.7268	0.7598	0.6918	6.1205	0.4986	1.3551	1.3771	1.5122	0.3205	2.3014	2.1757	1.9016	1.0115	1.0751	1.8463	2.2930	3.0200	0.4233	0.3701	0.9977	2.5766	0.8576	0.3773	0.5583	0.2500	0.9595	1.4052	3.2254	0.9017	0.9050	1.6527	0.1681	1.8081	0.4568	0.3186	0.3005	3.5739	1.6853	0.6463	0.3662	0.5862	0.2195	0.0334	0.8843	0.1208	0.3048	3.7697	0.6032	0.5710	0.2723	2.0369	0.3810	0.8691	1.9066	0.1126	0.3811	1.2859	0.4845
stachydrine	Xenobiotics	Food Component/Plant	0.5278	0.8191	0.4319	0.5570	0.2750	0.2601	2.7313	1.1425	1.2822	0.3787	16.0877	6.6469	0.4998	0.1782	0.3112	14.6762	16.5874	0.1435	1.1169	19.6766	0.0604	1.3789	1.3411	0.6223	2.8734	4.7797	2.2106	0.8828	2.0887	0.4262	0.0719	0.4903	0.1343	0.4449	0.1693	6.5827	3.8763	2.1528	1.1694	0.3346	0.3014	7.4448	1.7033	9.8057	2.4990	0.1848	0.6092	0.1206	1.7917	0.3481	0.1654	5.9138	6.1843	1.5284	1.2958	0.2501	26.7546	0.1978	0.1122	1.1513	2.3168	0.3285	0.6000	7.8930	16.8954	6.6127	1.9665	0.5384	0.0887	0.1462	0.3823	0.1261	2.8292	8.3486	6.1122	0.0809	0.9816	0.0869	84.5055	0.3143	1.4807	0.0604	1.7571	0.7185	1.0184
stearamide	Lipid	Fatty Acid, Amide	0.9223	1.0789	1.4309	0.6512	1.0059	0.7537	0.6747	0.7739	0.8422	1.2440	1.0611	0.6199	0.9167	0.8191	0.8984	0.6880	0.3695	0.9517	1.4935	0.8760	0.8060	1.4358	1.3392	1.1917	0.7368	0.9060	1.3482	1.0000	0.9651	0.7324	0.6140	1.1191	0.9846	1.1025	1.1484	0.9738	1.1585	1.1264	1.2930	1.3415	1.0486	1.2061	0.8519	0.7969	1.0489	0.9712	0.8031	0.7414	0.8469	0.9998	0.8767	0.6872	0.9863	1.1327	0.7138	1.4244	1.1485	1.2591	1.4827	1.2740	1.3645	1.2450	1.6589	0.8526	0.6294	1.1400	1.6772	1.2796	1.2286	1.3179	1.3437	1.4467	1.2297	1.3727	1.2362	1.6910	1.2693	0.8421	0.8815	0.6762	0.8527	0.8468	0.9284	0.9618	1.4265
stearate (18:0)	Lipid	Long Chain Fatty Acid	0.5923	1.3215	0.6386	0.7568	3.6957	1.7120	1.6813	1.1566	1.6183	1.1631	3.1721	31.5622	0.7404	1.9893	1.1490	0.6851	0.8793	1.9486	0.8710	2.7254	0.8539	0.4366	0.6379	1.3968	1.2483	0.7254	2.1020	1.1747	0.9180	1.6298	1.9196	2.9469	1.1671	0.9201	0.9227	1.0287	2.6769	1.1558	5.6835	0.6720	0.7075	0.6215	0.5550	0.7545	6.8527	0.9760	0.6955	3.9882	1.8250	0.9011	1.2870	0.5694	8.4286	2.2064	3.1635	0.8690	0.5772	0.8182	0.9852	1.8621	2.0455	0.4658	0.5355	3.9768	1.7708	0.9575	0.9696	2.0442	1.2047	0.6514	0.5785	1.2897	0.3504	2.0387	0.7546	0.6737	0.3876	1.4278	0.8210	0.5740	1.0000	0.9211	0.9683	1.0044	0.7773
stearoyl ethanolamide	Lipid	Endocannabinoid	0.9578	1.2854	0.8460	0.7870	1.1752	1.2152	1.4047	1.1720	1.0569	1.1652	0.9557	0.9411	1.0000	1.4792	1.3612	1.0488	0.8362	1.1546	1.0921	1.3866	1.0569	0.9295	0.9786	0.9492	1.0389	1.3636	1.2972	1.0795	1.0207	1.1182	1.0520	0.9720	0.6829	0.9576	0.7313	0.9679	0.9013	0.9392	1.1215	0.8795	0.8877	0.8659	1.0902	1.3266	0.9053	1.2387	1.0553	1.4156	1.3859	1.2709	1.1862	0.7908	0.8277	1.0443	0.9075	0.8689	0.7514	0.9644	0.9981	1.0239	0.9961	0.8862	1.0881	1.0889	0.6752	0.8335	0.8732	1.0395	0.9485	0.9052	0.8364	0.8219	0.7933	1.0250	0.8507	0.9928	0.6491	1.1184	1.1660	0.9562	1.0900	1.1520	1.2803	1.1749	0.8517
suberate (C8-DC)	Lipid	Fatty Acid, Dicarboxylate	0.9080	0.3714	0.4461	0.6695	0.4473	0.3358	22.4261	2.0030	1.0976	0.3358	10.2262	2.0893	0.3358	0.6287	0.7662	0.4589	19.3873	0.5888	15.9623	1.2795	0.3358	0.9536	0.5008	0.6577	0.4723	0.3449	1.2965	1.1006	0.7500	0.8521	0.5359	2.6612	0.3358	0.6340	1.5729	1.2087	2.8929	1.0150	3.4702	0.3358	0.6744	1.6626	1.2931	9.2650	9.8336	0.4429	0.4170	2.6790	7.0293	0.3358	0.4716	1.2369	30.3387	1.2882	3.4947	0.4324	1.7415	0.5432	0.3358	0.9178	0.3358	0.3358	0.3358	2.4885	8.2029	1.1073	0.9850	1.7289	0.3384	0.3358	0.4517	0.7456	1.0417	0.7897	0.9811	0.3358	0.3358	0.3358	6.1562	0.3358	0.5386	0.3358	0.3358	0.8149	1.2394
succinate	Energy	TCA Cycle	1.0375	0.4824	1.1509	0.3319	1.8438	0.2322	6.8003	8.3668	4.3751	0.2935	4.2388	79.3449	0.2372	15.0895	5.0527	12.6688	680.0424	9.2475	0.8860	0.8493	0.0331	4.6105	4.9522	7.3046	1.1733	0.0805	1.1405	8.4612	0.5627	3.6164	37.3875	1.2254	0.1435	3.3591	0.4975	0.1860	0.6313	2.5944	14.4137	0.9148	2.2733	2.0564	11.9970	1.0000	0.7575	0.1185	0.2517	1.3665	0.4530	0.0579	0.4444	0.8635	4.0022	0.8320	1.8757	3.0881	3.0743	0.7746	0.0367	10.0803	0.2714	0.4184	0.0488	1.8516	394.7420	1.7705	6.8460	0.8688	0.0882	0.2116	0.7260	0.2700	0.3790	4.5876	0.1657	0.0996	0.2824	0.2114	2.0779	0.2152	0.2005	0.0432	0.0660	3.5219	5.8217
succinimide	Xenobiotics	Chemical	1.6328	0.4407	0.5107	0.8121	2.9562	0.2190	4.7578	1.1483	1.6968	0.7422	3.7643	4.5448	0.2190	0.5926	0.7110	2.0284	14.1502	2.0430	2.0229	0.8371	0.2190	2.4216	0.7727	0.8082	0.8293	0.2190	1.8774	0.7475	0.6373	0.9333	1.5909	0.9824	0.5769	0.5020	1.4911	0.2852	1.1570	3.2015	2.3115	1.3376	0.4166	0.7415	2.2126	1.8553	1.7502	0.6613	0.5946	1.0468	1.6954	0.2190	0.2190	0.2190	3.2338	1.0671	1.2413	0.5657	1.7584	0.5159	0.2190	1.7512	0.7908	0.3086	0.3294	3.7943	8.6586	1.3656	3.1938	1.0000	0.3240	0.5285	0.7341	0.5704	0.6291	2.0229	0.5284	0.2190	0.3647	0.4510	5.9361	0.3581	0.4935	0.2190	0.2190	1.0443	1.4211
succinylcarnitine (C4-DC)	Energy	TCA Cycle	0.2956	0.1081	0.1081	0.1081	0.1081	0.1081	18.8960	0.2643	0.1081	0.5669	4.7244	2.9976	0.1081	0.1081	0.1081	1.3409	2.7516	0.1081	1.3839	0.1730	0.1081	4.4032	0.1081	2.4439	0.2135	0.1081	3.3786	0.2267	0.1081	0.1081	11.4168	0.3211	0.1081	0.1081	0.7161	0.1081	0.1081	0.1081	79.0771	0.1081	0.1081	1.4848	1.5885	5.7408	0.4806	0.1081	0.1081	0.3684	0.1081	0.1081	0.1081	1.0000	4.6873	1.5348	0.4346	0.1081	2.0317	0.1081	0.1081	0.8588	0.1081	0.1081	0.1081	0.4807	10.3991	0.3595	0.7749	0.1463	0.1081	0.1081	0.1081	0.1081	0.1081	0.2718	0.1081	0.1081	0.1081	0.1081	6.9019	0.1081	0.2248	0.1081	0.1081	0.1081	0.1081
succinylglutamine	Amino Acid	Glutamate Metabolism	0.2538	0.1669	0.1669	0.2882	0.7597	0.1669	3.0283	3.4556	0.9031	0.1669	0.7539	6.7760	0.1669	0.6055	0.3432	1.9230	78.3618	1.5089	0.1669	0.3516	0.1669	2.3073	0.6848	1.0053	0.8820	0.1669	0.2623	1.0767	0.2470	1.0116	14.3154	0.1669	0.1669	0.1669	0.6054	0.1669	0.4699	1.2343	0.1669	0.1669	1.6674	1.4936	1.8659	2.0039	0.1669	0.1669	0.2113	0.1669	0.1669	0.1669	0.1669	1.4003	0.1669	0.5317	0.5872	0.1669	0.7366	0.2678	0.1669	1.6645	0.8992	0.1669	0.1669	0.1669	1.3969	0.5634	1.1390	0.1669	0.1669	0.1669	1.3492	0.1669	0.1669	1.1790	0.3087	0.1669	0.1669	0.1669	1.9243	0.9947	1.1628	0.1669	0.1669	0.4380	1.3061
sucralose	Xenobiotics	Food Component/Plant	0.2421	0.7668	0.0357	0.0357	0.1393	0.6326	1.4781	29.2693	0.2210	1.1780	105.1311	0.0357	0.0357	0.0357	0.0357	0.0357	0.0357	0.2105	31.0284	0.1804	0.0357	0.0357	3.5365	0.4894	7.6279	0.5754	0.0357	0.0357	0.0357	0.3675	1.0921	3.4411	0.0357	0.0357	0.0357	0.0357	0.2691	17.6809	8.1858	0.0530	0.0357	0.0357	0.1407	0.0357	452.7605	2.2901	0.0357	1.7027	0.4842	2.4755	1.5399	0.2144	336.7546	29.5061	0.0357	2.8009	2.0054	0.0357	0.0357	0.3893	0.0357	0.0357	0.0357	0.0357	2.6186	0.0357	0.0357	2.6955	1.9486	0.0357	0.0629	2.3823	0.6958	0.1492	0.0366	0.1757	0.0357	0.1947	2.5980	0.9079	0.0357	0.6408	0.0357	0.6481	1.6345
sulfate*	Xenobiotics	Chemical	1.3558	1.1309	0.2148	0.5689	1.9218	0.8616	2.6311	1.0000	1.4171	1.1872	2.8371	1.8325	0.1482	0.8736	0.4993	1.9041	0.4995	1.8489	1.2510	2.7623	0.3245	1.7668	0.5503	0.7211	1.2313	0.8379	2.5020	1.3092	0.6459	1.1376	1.1324	1.0370	0.3438	0.4755	0.7392	0.5781	1.1849	1.8438	0.9731	0.4206	0.2456	1.0664	1.6467	1.3397	1.2090	0.8060	1.1154	2.0658	1.6411	0.5627	1.1631	0.7587	0.7537	1.1228	1.1418	0.2216	1.7520	0.2110	0.2206	1.4321	1.6960	0.3911	0.2437	2.6773	0.9083	1.3744	1.2732	0.9627	0.3254	1.6481	0.4016	0.6122	0.9554	1.8516	0.5973	0.4109	0.2864	0.1997	3.6462	0.4101	0.4086	0.1539	0.1341	1.1226	1.0727
syringic acid	Xenobiotics	Food Component/Plant	0.1249	0.1249	0.1249	0.1249	0.1249	0.1249	15.3533	0.1249	0.1249	0.1249	0.2590	0.1249	0.1249	0.1249	0.1249	0.1249	7.6337	0.1249	1.2522	0.1249	0.1249	0.1249	0.1249	0.1249	0.1249	0.1249	0.1249	0.1311	0.1249	0.1249	0.1249	0.1249	0.1249	0.1249	0.1249	0.1249	1.1962	0.1249	1.5190	0.1249	0.1249	0.1249	0.1249	0.3114	0.8038	0.1249	0.1249	0.1249	0.1249	0.1249	0.1249	0.1249	0.1249	0.1249	0.1249	0.1249	0.1249	0.1249	0.1249	0.1249	0.1249	0.1249	0.1249	0.1249	14.2405	0.1249	0.1249	0.1249	0.1249	0.1249	0.1249	0.1249	0.1249	0.1249	0.1249	0.1249	0.1249	0.1249	0.1249	0.1249	0.1249	0.1249	0.1249	0.1249	0.2371
taurine	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	0.3335	0.1654	0.2379	2.1348	0.3586	0.1338	22.1432	2.5072	1.5610	0.6478	1.5709	10.1180	0.1675	1.8142	2.4393	2.8378	23.0558	2.5222	0.3272	8.7431	0.0108	1.0745	0.1361	3.5294	4.7269	0.0932	3.8505	2.1090	0.1509	0.2962	4.1990	1.5052	0.8781	1.0278	3.6906	0.3302	1.2361	0.4083	5.7742	2.3355	0.5451	1.3574	1.7802	8.3353	6.8232	0.0662	0.5851	4.0056	4.3029	0.4101	1.0980	1.5229	0.1723	0.5591	1.5024	0.6374	1.2342	1.0409	0.0174	3.6216	0.2907	0.1322	0.1420	0.9722	12.3641	0.2532	1.8714	0.2311	0.0108	0.6815	0.2138	0.0129	0.5808	4.7192	0.3370	0.2061	0.0261	0.4126	2.7367	0.1169	3.3356	0.0126	0.2762	3.5661	0.3479
taurochenodeoxycholate	Lipid	Primary Bile Acid Metabolism	0.3530	0.3530	0.3530	0.5903	0.3530	0.3530	10.9773	0.3530	0.4436	0.3530	0.3530	255.4223	0.3530	0.3530	0.7765	0.3530	15.1123	0.3530	0.3530	0.3530	0.3530	0.3530	0.3530	9.0683	0.3530	0.3530	0.3530	0.4492	0.3530	0.3530	2.2935	0.3530	0.3530	0.3530	0.3530	0.3530	0.3530	0.3530	2.0097	0.3530	0.3530	0.3530	0.3530	0.9646	0.3530	0.3530	0.3530	0.3530	0.3530	0.3530	0.3530	0.3530	0.5038	0.3530	0.3530	0.3530	0.3530	0.3530	0.3530	0.5572	0.3530	0.3530	0.3530	0.3530	4.1101	1.0354	0.3530	0.3530	0.3530	0.3530	0.3530	0.3530	0.3530	0.3530	0.3530	0.3530	0.3530	0.3530	0.3530	0.3530	0.3530	0.3530	0.3530	0.3530	0.3530
taurocholate	Lipid	Primary Bile Acid Metabolism	0.0436	0.0436	0.0436	1.0138	0.0436	0.5168	13.1518	0.6475	3.0088	0.0436	0.0436	327.1684	0.0436	0.0436	4.0588	0.0436	11.7765	0.9862	0.0436	0.0436	0.0436	0.1084	0.0436	19.8494	0.0436	0.0436	0.0436	0.5267	0.0607	0.0436	5.7298	0.0436	0.1470	0.0436	0.1070	0.0436	0.0436	0.0436	2.6570	0.0436	0.0436	0.0436	0.0436	1.2217	0.8296	0.0436	0.0436	0.0436	0.0436	0.0436	0.5201	0.0436	0.0436	0.0436	0.0436	0.0436	0.0436	0.0436	0.0436	2.8111	0.0436	0.0436	0.0436	0.0436	0.5828	5.2167	0.0436	0.0436	0.0436	0.0436	0.0436	0.0436	0.0436	0.0436	0.0436	0.0436	0.0436	0.0436	0.0436	0.0436	0.0436	0.0436	0.0436	0.0436	0.0436
taurocholenate sulfate	Lipid	Secondary Bile Acid Metabolism	0.1056	0.1056	0.1056	0.1056	0.1056	0.1056	1.2985	3.6877	0.1745	0.1056	0.1056	166.1364	0.1056	0.1056	0.5329	0.1056	368.3416	0.1056	0.1056	0.1056	0.1056	0.1056	0.1056	2.8249	0.1056	0.1056	0.1056	1.5737	0.1056	0.1056	0.7015	0.1056	0.1056	0.1056	0.1056	0.1056	0.1056	0.1056	0.3370	0.1056	0.1056	0.1056	0.1056	0.1056	0.1056	0.1056	0.1056	0.1056	0.1056	0.1056	0.1056	0.1056	0.1056	0.1056	0.1056	0.1056	0.1056	0.1056	0.1056	0.1056	0.1056	0.1056	0.1056	0.1056	38.5897	0.4252	0.1056	0.1056	0.1056	0.1056	0.1056	0.1056	0.1056	0.1056	0.1056	0.1056	0.1056	0.1056	0.2056	0.1056	0.1056	0.1056	0.1056	0.1056	0.1056
taurodeoxycholate	Lipid	Secondary Bile Acid Metabolism	0.2164	0.2164	0.2164	1.5993	0.3639	0.2164	7.3629	0.2164	0.3365	0.2164	0.2680	259.7977	0.2164	0.2164	0.6855	0.2164	22.9279	0.2164	0.2164	0.2164	0.2164	0.2164	0.2164	40.2588	0.2164	0.2164	0.2164	0.2164	0.2164	0.2164	0.2164	0.2164	0.2164	0.2164	2.1182	0.2164	0.2164	0.2164	0.2164	0.2164	0.2164	0.2164	0.2164	0.2164	4.3915	0.2164	0.2164	0.2164	1.3632	0.6561	0.2164	0.2164	0.7634	0.2164	0.2164	0.2164	0.2164	0.2164	0.2164	0.4602	0.2164	0.2164	0.2164	0.2164	0.2164	1.0000	0.2164	0.2164	0.2164	0.2164	0.2164	0.2164	0.2164	0.2164	0.2164	0.2164	0.2164	0.2164	0.2164	0.2164	0.2164	0.2164	0.2164	0.2164	0.2164
